Ticker,Date,Spot_Rate,Qualifier,Qualifier_Description
index,,data_Value,qualifier,qualifier_Description
FBXD,2023-09-20,2424,ESAW,Europe South America West
FBXD,2023-09-20,950.05,PANA,China North America East - West Spread
FBXD,2023-09-20,1712.06,CNAW,China North America West
FBXD,2023-09-20,566.09,NAEC,North America East China
FBXD,2023-09-20,463.4,NAWC,North America West China
FBXD,2023-09-20,386.6,MEDC,Mediterranean China
FBXD,2023-09-20,528.98,NAEE,North America East Europe
FBXD,2023-09-20,1122.22,ENAE,Europe North America East
FBXD,2023-09-20,995,CNER,China North Europe
FBXD,2023-09-19,1122.22,ENAE,Europe North America East
FBXD,2023-09-19,1066.77,ESAE,Europe South America East
FBXD,2023-09-19,2424,ESAW,Europe South America West
FBXD,2023-09-19,923.42,PANA,China North America East - West Spread
FBXD,2023-09-19,1241.91,GLBL,Global
FBXD,2023-09-19,1726.13,CNAW,China North America West
FBXD,2023-09-19,444.72,NAWC,North America West China
FBXD,2023-09-19,279.94,NERC,North Europe China
FBXD,2023-09-19,1774.97,CMED,China Mediterranean
FBXD,2023-09-19,2649.55,CNAE,China North America East
FBXD,2023-09-19,998.9,CNER,China North Europe
FBXD,2023-09-19,546.37,NAEC,North America East China
FBXD,2023-09-19,391.54,MEDC,Mediterranean China
FBXD,2023-09-19,528.98,NAEE,North America East Europe
FBXD,2023-09-18,2582.67,CNAE,China North America East
FBXD,2023-09-18,1065.93,ESAE,Europe South America East
FBXD,2023-09-18,1119.54,ENAE,Europe North America East
FBXD,2023-09-18,1269.11,GLBL,Global
FBXD,2023-09-18,2424,ESAW,Europe South America West
FBXD,2023-09-18,1835.28,CMED,China Mediterranean
FBXD,2023-09-18,280.63,NERC,North Europe China
FBXD,2023-09-18,463.4,NAWC,North America West China
FBXD,2023-09-18,1858,CNAW,China North America West
FBXD,2023-09-18,391.58,MEDC,Mediterranean China
FBXD,2023-09-18,529.48,NAEE,North America East Europe
FBXD,2023-09-18,999,CNER,China North Europe
FBXD,2023-09-18,551.23,NAEC,North America East China
FBXD,2023-09-18,724.67,PANA,China North America East - West Spread
FBXD,2023-09-15,2582.5,CNAE,China North America East
FBXD,2023-09-15,1825.19,CMED,China Mediterranean
FBXD,2023-09-15,286.9,NERC,North Europe China
FBXD,2023-09-15,1145.41,ENAE,Europe North America East
FBXD,2023-09-15,1066.62,ESAE,Europe South America East
FBXD,2023-09-15,1331.95,GLBL,Global
FBXD,2023-09-15,550.13,NAEC,North America East China
FBXD,2023-09-15,1858,CNAW,China North America West
FBXD,2023-09-15,443.24,NAWC,North America West China
FBXD,2023-09-15,399.33,MEDC,Mediterranean China
FBXD,2023-09-15,1365.62,CNER,China North Europe
FBXD,2023-09-15,529.48,NAEE,North America East Europe
FBXD,2023-09-15,724.5,PANA,China North America East - West Spread
FBXD,2023-09-15,2424,ESAW,Europe South America West
FBXD,2023-09-14,2976.03,CNAE,China North America East
FBXD,2023-09-14,281.85,NERC,North Europe China
FBXD,2023-09-14,1799.64,CMED,China Mediterranean
FBXD,2023-09-14,1067.04,ESAE,Europe South America East
FBXD,2023-09-14,1119.55,ENAE,Europe North America East
FBXD,2023-09-14,1399.16,GLBL,Global
FBXD,2023-09-14,2424,ESAW,Europe South America West
FBXD,2023-09-14,1118.22,PANA,China North America East - West Spread
FBXD,2023-09-14,1857.81,CNAW,China North America West
FBXD,2023-09-14,448.02,NAWC,North America West China
FBXD,2023-09-14,530.47,NAEE,North America East Europe
FBXD,2023-09-14,545.99,NAEC,North America East China
FBXD,2023-09-14,392.27,MEDC,Mediterranean China
FBXD,2023-09-14,1541.74,CNER,China North Europe
FBXD,2023-09-13,1799.64,CMED,China Mediterranean
FBXD,2023-09-13,280.39,NERC,North Europe China
FBXD,2023-09-13,1083.71,PANA,China North America East - West Spread
FBXD,2023-09-13,1122.21,ENAE,Europe North America East
FBXD,2023-09-13,1074.45,ESAE,Europe South America East
FBXD,2023-09-13,1396.14,GLBL,Global
FBXD,2023-09-13,1863.21,CNAW,China North America West
FBXD,2023-09-13,441.41,NAWC,North America West China
FBXD,2023-09-13,2946.92,CNAE,China North America East
FBXD,2023-09-13,401.7,MEDC,Mediterranean China
FBXD,2023-09-13,529.62,NAEE,North America East Europe
FBXD,2023-09-13,1535.02,CNER,China North Europe
FBXD,2023-09-13,548.53,NAEC,North America East China
FBXD,2023-09-13,2424,ESAW,Europe South America West
FBXD,2023-09-12,2946.07,CNAE,China North America East
FBXD,2023-09-12,1820.24,CMED,China Mediterranean
FBXD,2023-09-12,1119.57,ENAE,Europe North America East
FBXD,2023-09-12,1032.41,ESAE,Europe South America East
FBXD,2023-09-12,1410.52,GLBL,Global
FBXD,2023-09-12,2424,ESAW,Europe South America West
FBXD,2023-09-12,1894.93,CNAW,China North America West
FBXD,2023-09-12,1574.14,CNER,China North Europe
FBXD,2023-09-12,281.38,NERC,North Europe China
FBXD,2023-09-12,457.37,NAWC,North America West China
FBXD,2023-09-12,369.73,MEDC,Mediterranean China
FBXD,2023-09-12,537.19,NAEE,North America East Europe
FBXD,2023-09-12,551.39,NAEC,North America East China
FBXD,2023-09-12,1051.14,PANA,China North America East - West Spread
FBXD,2023-09-11,1845.51,CMED,China Mediterranean
FBXD,2023-09-11,282.49,NERC,North Europe China
FBXD,2023-09-11,1017.06,ESAE,Europe South America East
FBXD,2023-09-11,1409.72,GLBL,Global
FBXD,2023-09-11,1858.28,CNAW,China North America West
FBXD,2023-09-11,463.4,NAWC,North America West China
FBXD,2023-09-11,422.64,MEDC,Mediterranean China
FBXD,2023-09-11,2969.68,CNAE,China North America East
FBXD,2023-09-11,1121.36,ENAE,Europe North America East
FBXD,2023-09-11,553.38,NAEC,North America East China
FBXD,2023-09-11,529.84,NAEE,North America East Europe
FBXD,2023-09-11,1566.33,CNER,China North Europe
FBXD,2023-09-11,1111.4,PANA,China North America East - West Spread
FBXD,2023-09-11,2424,ESAW,Europe South America West
FBXD,2023-09-08,1017.63,ESAE,Europe South America East
FBXD,2023-09-08,1150.41,PANA,China North America East - West Spread
FBXD,2023-09-08,1122.27,ENAE,Europe North America East
FBXD,2023-09-08,1428.25,GLBL,Global
FBXD,2023-09-08,2424,ESAW,Europe South America West
FBXD,2023-09-08,283.99,NERC,North Europe China
FBXD,2023-09-08,1920.26,CMED,China Mediterranean
FBXD,2023-09-08,472.49,NAWC,North America West China
FBXD,2023-09-08,1868.99,CNAW,China North America West
FBXD,2023-09-08,3019.4,CNAE,China North America East
FBXD,2023-09-08,488,MEDC,Mediterranean China
FBXD,2023-09-08,532.1,NAEE,North America East Europe
FBXD,2023-09-08,1565.01,CNER,China North Europe
FBXD,2023-09-08,553.75,NAEC,North America East China
FBXD,2023-09-07,1920.26,CMED,China Mediterranean
FBXD,2023-09-07,1456.15,GLBL,Global
FBXD,2023-09-07,1043.23,ESAE,Europe South America East
FBXD,2023-09-07,1184.99,PANA,China North America East - West Spread
FBXD,2023-09-07,556.86,NAEC,North America East China
FBXD,2023-09-07,415,NERC,North Europe China
FBXD,2023-09-07,1877.03,CNAW,China North America West
FBXD,2023-09-07,468.15,NAWC,North America West China
FBXD,2023-09-07,3062.02,CNAE,China North America East
FBXD,2023-09-07,402,MEDC,Mediterranean China
FBXD,2023-09-07,1122.23,ENAE,Europe North America East
FBXD,2023-09-07,529.48,NAEE,North America East Europe
FBXD,2023-09-07,1640.05,CNER,China North Europe
FBXD,2023-09-07,2424,ESAW,Europe South America West
FBXD,2023-09-06,3051.49,CNAE,China North America East
FBXD,2023-09-06,1912.91,CMED,China Mediterranean
FBXD,2023-09-06,415,NERC,North Europe China
FBXD,2023-09-06,1455.51,GLBL,Global
FBXD,2023-09-06,1053.3,ESAE,Europe South America East
FBXD,2023-09-06,1122.23,ENAE,Europe North America East
FBXD,2023-09-06,2424,ESAW,Europe South America West
FBXD,2023-09-06,1131.48,PANA,China North America East - West Spread
FBXD,2023-09-06,1920.01,CNAW,China North America West
FBXD,2023-09-06,472.46,NAWC,North America West China
FBXD,2023-09-06,402,MEDC,Mediterranean China
FBXD,2023-09-06,544.03,NAEC,North America East China
FBXD,2023-09-06,1596.34,CNER,China North Europe
FBXD,2023-09-06,528.98,NAEE,North America East Europe
FBXD,2023-09-05,3052.14,CNAE,China North America East
FBXD,2023-09-05,415,NERC,North Europe China
FBXD,2023-09-05,1043.23,ESAE,Europe South America East
FBXD,2023-09-05,1454.94,GLBL,Global
FBXD,2023-09-05,1063.97,ENAE,Europe North America East
FBXD,2023-09-05,2424,ESAW,Europe South America West
FBXD,2023-09-05,1918.4,CNAW,China North America West
FBXD,2023-09-05,1623.28,CNER,China North Europe
FBXD,2023-09-05,1906.57,CMED,China Mediterranean
FBXD,2023-09-05,457.03,NAWC,North America West China
FBXD,2023-09-05,549.5,NAEC,North America East China
FBXD,2023-09-05,402,MEDC,Mediterranean China
FBXD,2023-09-05,537.31,NAEE,North America East Europe
FBXD,2023-09-05,1133.74,PANA,China North America East - West Spread
FBXD,2023-09-04,3053.3,CNAE,China North America East
FBXD,2023-09-04,2355.24,CMED,China Mediterranean
FBXD,2023-09-04,1068.45,ENAE,Europe North America East
FBXD,2023-09-04,1053.3,ESAE,Europe South America East
FBXD,2023-09-04,1480.2,GLBL,Global
FBXD,2023-09-04,1614.55,CNER,China North Europe
FBXD,2023-09-04,1852.94,CNAW,China North America West
FBXD,2023-09-04,450.48,NAWC,North America West China
FBXD,2023-09-04,402,MEDC,Mediterranean China
FBXD,2023-09-04,547.81,NAEC,North America East China
FBXD,2023-09-04,528.98,NAEE,North America East Europe
FBXD,2023-09-04,1200.36,PANA,China North America East - West Spread
FBXD,2023-09-04,415,NERC,North Europe China
FBXD,2023-09-04,2424,ESAW,Europe South America West
FBXD,2023-09-01,3029.36,CNAE,China North America East
FBXD,2023-09-01,2479.38,CMED,China Mediterranean
FBXD,2023-09-01,415,NERC,North Europe China
FBXD,2023-09-01,1064.12,ESAE,Europe South America East
FBXD,2023-09-01,1068.42,ENAE,Europe North America East
FBXD,2023-09-01,1524.92,GLBL,Global
FBXD,2023-09-01,1977,CNAW,China North America West
FBXD,2023-09-01,441.41,NAWC,North America West China
FBXD,2023-09-01,402,MEDC,Mediterranean China
FBXD,2023-09-01,529.48,NAEE,North America East Europe
FBXD,2023-09-01,1681.86,CNER,China North Europe
FBXD,2023-09-01,546.15,NAEC,North America East China
FBXD,2023-09-01,1052.36,PANA,China North America East - West Spread
FBXD,2023-09-01,2424,ESAW,Europe South America West
FBXD,2023-08-31,3077.26,CNAE,China North America East
FBXD,2023-08-31,2301.9,CMED,China Mediterranean
FBXD,2023-08-31,414.63,NERC,North Europe China
FBXD,2023-08-31,1219.11,ENAE,Europe North America East
FBXD,2023-08-31,1108.82,ESAE,Europe South America East
FBXD,2023-08-31,1537.85,GLBL,Global
FBXD,2023-08-31,1100.19,PANA,China North America East - West Spread
FBXD,2023-08-31,1977.07,CNAW,China North America West
FBXD,2023-08-31,1752.83,CNER,China North Europe
FBXD,2023-08-31,466.74,NAWC,North America West China
FBXD,2023-08-31,543.68,NAEC,North America East China
FBXD,2023-08-31,402,MEDC,Mediterranean China
FBXD,2023-08-31,2423.54,ESAW,Europe South America West
FBXD,2023-08-31,539.92,NAEE,North America East Europe
FBXD,2023-08-30,3096.97,CNAE,China North America East
FBXD,2023-08-30,414.63,NERC,North Europe China
FBXD,2023-08-30,2301.6,CMED,China Mediterranean
FBXD,2023-08-30,1217.27,ENAE,Europe North America East
FBXD,2023-08-30,1541.17,GLBL,Global
FBXD,2023-08-30,1990.69,CNAW,China North America West
FBXD,2023-08-30,451.7,NAWC,North America West China
FBXD,2023-08-30,402.06,MEDC,Mediterranean China
FBXD,2023-08-30,545.47,NAEE,North America East Europe
FBXD,2023-08-30,1173.18,ESAE,Europe South America East
FBXD,2023-08-30,549.32,NAEC,North America East China
FBXD,2023-08-30,1748.16,CNER,China North Europe
FBXD,2023-08-30,1106.28,PANA,China North America East - West Spread
FBXD,2023-08-30,2398.91,ESAW,Europe South America West
FBXD,2023-08-29,3099.67,CNAE,China North America East
FBXD,2023-08-29,416.61,NERC,North Europe China
FBXD,2023-08-29,1217.24,ENAE,Europe North America East
FBXD,2023-08-29,1172.71,ESAE,Europe South America East
FBXD,2023-08-29,1515.96,GLBL,Global
FBXD,2023-08-29,1254.25,PANA,China North America East - West Spread
FBXD,2023-08-29,1845.42,CNAW,China North America West
FBXD,2023-08-29,2301.6,CMED,China Mediterranean
FBXD,2023-08-29,463.5,NAWC,North America West China
FBXD,2023-08-29,389.97,MEDC,Mediterranean China
FBXD,2023-08-29,535.83,NAEE,North America East Europe
FBXD,2023-08-29,1772.26,CNER,China North Europe
FBXD,2023-08-29,531.56,NAEC,North America East China
FBXD,2023-08-29,2409.12,ESAW,Europe South America West
FBXD,2023-08-28,3090.79,CNAE,China North America East
FBXD,2023-08-28,2306.51,CMED,China Mediterranean
FBXD,2023-08-28,415.84,NERC,North Europe China
FBXD,2023-08-28,1172.37,ESAE,Europe South America East
FBXD,2023-08-28,1243.69,PANA,China North America East - West Spread
FBXD,2023-08-28,1217.31,ENAE,Europe North America East
FBXD,2023-08-28,2398.77,ESAW,Europe South America West
FBXD,2023-08-28,1513.23,GLBL,Global
FBXD,2023-08-28,1847.1,CNAW,China North America West
FBXD,2023-08-28,441.42,NAWC,North America West China
FBXD,2023-08-28,398.61,MEDC,Mediterranean China
FBXD,2023-08-28,541.52,NAEE,North America East Europe
FBXD,2023-08-28,544.21,NAEC,North America East China
FBXD,2023-08-28,1764.66,CNER,China North Europe
FBXD,2023-08-25,3082.71,CNAE,China North America East
FBXD,2023-08-25,2283.45,CMED,China Mediterranean
FBXD,2023-08-25,293.49,NERC,North Europe China
FBXD,2023-08-25,1536.76,GLBL,Global
FBXD,2023-08-25,1217.25,ENAE,Europe North America East
FBXD,2023-08-25,1186.28,ESAE,Europe South America East
FBXD,2023-08-25,2013.38,CNAW,China North America West
FBXD,2023-08-25,459.72,NAWC,North America West China
FBXD,2023-08-25,1787.4,CNER,China North Europe
FBXD,2023-08-25,379.03,MEDC,Mediterranean China
FBXD,2023-08-25,545.13,NAEE,North America East Europe
FBXD,2023-08-25,546.33,NAEC,North America East China
FBXD,2023-08-25,2399.13,ESAW,Europe South America West
FBXD,2023-08-25,1069.33,PANA,China North America East - West Spread
FBXD,2023-08-24,2297.51,CMED,China Mediterranean
FBXD,2023-08-24,293.47,NERC,North Europe China
FBXD,2023-08-24,1524.41,GLBL,Global
FBXD,2023-08-24,1144.38,ENAE,Europe North America East
FBXD,2023-08-24,1173.16,ESAE,Europe South America East
FBXD,2023-08-24,1075.52,PANA,China North America East - West Spread
FBXD,2023-08-24,418.85,NAWC,North America West China
FBXD,2023-08-24,2032.1,CNAW,China North America West
FBXD,2023-08-24,3107.62,CNAE,China North America East
FBXD,2023-08-24,343.28,MEDC,Mediterranean China
FBXD,2023-08-24,534.16,NAEE,North America East Europe
FBXD,2023-08-24,507.92,NAEC,North America East China
FBXD,2023-08-24,1736.48,CNER,China North Europe
FBXD,2023-08-24,2439.44,ESAW,Europe South America West
FBXD,2023-08-23,3102.08,CNAE,China North America East
FBXD,2023-08-23,293.47,NERC,North Europe China
FBXD,2023-08-23,2321.52,CMED,China Mediterranean
FBXD,2023-08-23,1172.65,ESAE,Europe South America East
FBXD,2023-08-23,1136.41,ENAE,Europe North America East
FBXD,2023-08-23,1523.28,GLBL,Global
FBXD,2023-08-23,2016.99,CNAW,China North America West
FBXD,2023-08-23,418.85,NAWC,North America West China
FBXD,2023-08-23,343.28,MEDC,Mediterranean China
FBXD,2023-08-23,534.16,NAEE,North America East Europe
FBXD,2023-08-23,512.79,NAEC,North America East China
FBXD,2023-08-23,1736.48,CNER,China North Europe
FBXD,2023-08-23,2459.5,ESAW,Europe South America West
FBXD,2023-08-23,1085.09,PANA,China North America East - West Spread
FBXD,2023-08-22,3020.73,CNAE,China North America East
FBXD,2023-08-22,338.13,NERC,North Europe China
FBXD,2023-08-22,1228.47,ENAE,Europe North America East
FBXD,2023-08-22,1529.89,GLBL,Global
FBXD,2023-08-22,984.05,PANA,China North America East - West Spread
FBXD,2023-08-22,2036.68,CNAW,China North America West
FBXD,2023-08-22,1737.79,CNER,China North Europe
FBXD,2023-08-22,418.85,NAWC,North America West China
FBXD,2023-08-22,2333.05,CMED,China Mediterranean
FBXD,2023-08-22,534.16,NAEE,North America East Europe
FBXD,2023-08-22,343.28,MEDC,Mediterranean China
FBXD,2023-08-22,1173.67,ESAE,Europe South America East
FBXD,2023-08-22,521.47,NAEC,North America East China
FBXD,2023-08-22,2452.75,ESAW,Europe South America West
FBXD,2023-08-21,3061.29,CNAE,China North America East
FBXD,2023-08-21,2330.16,CMED,China Mediterranean
FBXD,2023-08-21,1173.67,ESAE,Europe South America East
FBXD,2023-08-21,1236.36,ENAE,Europe North America East
FBXD,2023-08-21,2439.47,ESAW,Europe South America West
FBXD,2023-08-21,1535.36,GLBL,Global
FBXD,2023-08-21,2046.39,CNAW,China North America West
FBXD,2023-08-21,338.13,NERC,North Europe China
FBXD,2023-08-21,413.13,NAWC,North America West China
FBXD,2023-08-21,534.16,NAEE,North America East Europe
FBXD,2023-08-21,344.01,MEDC,Mediterranean China
FBXD,2023-08-21,521.47,NAEC,North America East China
FBXD,2023-08-21,1737.59,CNER,China North Europe
FBXD,2023-08-21,1014.9,PANA,China North America East - West Spread
FBXD,2023-08-18,3071.51,CNAE,China North America East
FBXD,2023-08-18,2304.57,CMED,China Mediterranean
FBXD,2023-08-18,1097.48,ESAE,Europe South America East
FBXD,2023-08-18,1236.39,ENAE,Europe North America East
FBXD,2023-08-18,1522.05,GLBL,Global
FBXD,2023-08-18,1034.14,PANA,China North America East - West Spread
FBXD,2023-08-18,2037.37,CNAW,China North America West
